原位置,当前相对路径,原文件ID,原版本,原字节数,原SHA256,导入基线SHA256,当前SHA256,当前字节数,状态,修改说明
/BEH_统一工作区/00_总览与规则/参考规范/21_DeepSeekV4Flash_GLM5_2_Harness工程规范_v1.0.md,总览与规则/参考规范/21_DeepSeekV4Flash_GLM5_2_Harness工程规范_v1.0.md,libfile_bd2b5517ff44819181938ed9a82f0e6f,,3120,576719343e20f1b3d24563104f3f3aabf41faec86fa288373e39e720d643f282,576719343e20f1b3d24563104f3f3aabf41faec86fa288373e39e720d643f282,4fe70084f33eaeff8eda943da2e2baec90cfcc38d680a8b861e1a1f59d816adc,3382,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/00_总览与规则/参考规范/20_大项目性能_稳定性与安全测试_v1.0.md,总览与规则/参考规范/20_大项目性能_稳定性与安全测试_v1.0.md,libfile_1fc87f86bd348191915ace74a8a49818,,2331,6726a04bd9712ac71066c29b3e6b1d5ff769a103c67187f513f757dca8a5e855,6726a04bd9712ac71066c29b3e6b1d5ff769a103c67187f513f757dca8a5e855,5bc3830f1bae56f10f036fd35a7b9f9c332fa646e913a37f3da5fab08ae67f3c,2593,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/10_网页工作台/参考规范/19_Golden样本_回归数据集与原生BEH对照_v1.0.md,网页工作台/参考规范/19_Golden样本_回归数据集与原生BEH对照_v1.0.md,libfile_6f282f0276808191b55c86ce984277f8,,2095,68a6ac151a08f77791f30563c9ca58301639e3688ecaa55f7d3dfd34f1443ea0,68a6ac151a08f77791f30563c9ca58301639e3688ecaa55f7d3dfd34f1443ea0,a5d4fdcf2a9be3d894c404b49836c6296418492db819b5ac4075182b58d9f27c,2357,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/10_网页工作台/参考规范/18_Playwright端到端测试设计_v1.0.md,网页工作台/参考规范/18_Playwright端到端测试设计_v1.0.md,libfile_c4ae059fb70c819195b55e364aacf13e,,2929,a369766aea6cdbb77e3c9955843b3b8226b649e978a389bb94a7ff34aeb1817f,a369766aea6cdbb77e3c9955843b3b8226b649e978a389bb94a7ff34aeb1817f,472a27393ea2a610d63e82cc0efce2252740a2864ef002fcaf83e8431e30639f,3191,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/00_总览与规则/参考规范/17_测试总策略与阶段质量门禁_v1.0.md,总览与规则/参考规范/17_测试总策略与阶段质量门禁_v1.0.md,libfile_24a48dcf2a108191b23b7dceeadc873b,,3283,70c840b9b448c742095fe9c57b0d16c09a12849a3c63ee71abb4f1024b0a9c35,70c840b9b448c742095fe9c57b0d16c09a12849a3c63ee71abb4f1024b0a9c35,0acbae342d732e359632d313cc5619af4ddecc61dd50cd34f28a9569ab7db63e,3545,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/40_AI开发/参考规范/16_ProposalGraphOperations与CodePatch数据契约_v1.0.md,AI图元与代码开发/参考规范/16_ProposalGraphOperations与CodePatch数据契约_v1.0.md,libfile_3df715d2f9a08191b6f8591f7e818f66,,1760,faf777ac005981285218785a4e6883fab74cfb6c09441c5d197c542d0aea0205,faf777ac005981285218785a4e6883fab74cfb6c09441c5d197c542d0aea0205,e5702d7da053295ce6c78bcc8eac4549dd55ac9231b948aa34dd58207e4c2199,2022,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/20_AI解释/参考规范/15_AnalysisTaskBundle与ResultBundle数据契约_v1.0.md,AI解释/参考规范/15_AnalysisTaskBundle与ResultBundle数据契约_v1.0.md,libfile_2ff2a1dc97bc8191bd8ebd420b17bd85,,2629,1cdd4a0a0d9f01f2114a4678ec1160471173d3da2412790743c3451053bfb476,1cdd4a0a0d9f01f2114a4678ec1160471173d3da2412790743c3451053bfb476,e064182a8a65ba5236154d7a51478021c8c5da630cbdb220a64cb564a13bb0f6,2891,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/10_网页工作台/参考规范/14_Selection_Annotation_Intent数据契约_v1.0.md,网页工作台/参考规范/14_Selection_Annotation_Intent数据契约_v1.0.md,libfile_cecfd4c1168c8191b760d69950f609b4,,2284,4f3229c5786afbf047bc88e20a089f9d5db356319fbe41968ef3dce108fcf1b9,4f3229c5786afbf047bc88e20a089f9d5db356319fbe41968ef3dce108fcf1b9,a30880e5023c43b38f4fff45d02dc82dc82e835ffd8fc1178fb31f9863a0e06a,2546,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/10_网页工作台/参考规范/13_NativeSceneBundle与HitMap数据契约_v1.0.md,工具接入与共享能力/BEH原生能力/场景与对象/13_NativeSceneBundle与HitMap数据契约_v1.0.md,libfile_040be33057d48191961694a001fc36d9,,3793,d347d712c59247686808e22063ae74a45e9bd1a4fd74b6893ba0544382cd07d7,d347d712c59247686808e22063ae74a45e9bd1a4fd74b6893ba0544382cd07d7,71979651bd0db83ad3ebb25db0a2155315f92bbc89c418056057627c00482396,4058,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/90_历史资料/BEH/00_START_HERE_项目入口与文档顺序_v1.0_2026-08-19.md,历史资料/BEH/00_START_HERE_项目入口与文档顺序_v1.0_2026-08-19.md,libfile_db1f4e86e4ec8191b87b3e2457d01da9,1,5110,7dba8307bedfe8d3dc82475b0c0611fcd51eb7ece21ef63d15644ea25548a031,7dba8307bedfe8d3dc82475b0c0611fcd51eb7ece21ef63d15644ea25548a031,7dba8307bedfe8d3dc82475b0c0611fcd51eb7ece21ef63d15644ea25548a031,5110,已导入本地 Git,
/BEH_统一工作区/50_共享能力/代码关联与宿主接入/12_阶段6_Workbench与DeepSeekHarness一体化_v1.0.md,工具接入与共享能力/代码关联与宿主接入/12_阶段6_Workbench与DeepSeekHarness一体化_v1.0.md,libfile_21b73bd8d8ec8191a1ba0579bc1e10e5,,1401,f1a3ea7b18be6438014519dccbf4c73ae8c46c3984bef0d86e62896a00987cba,f1a3ea7b18be6438014519dccbf4c73ae8c46c3984bef0d86e62896a00987cba,a8d13f5f89708b8e7c3a538f80a2efe21d45a14be4079f2ec9985bf21eaac480,1663,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/40_AI开发/参考规范/11_阶段5_原生应用_RoundTrip与安全提交_v1.0.md,AI图元与代码开发/参考规范/11_阶段5_原生应用_RoundTrip与安全提交_v1.0.md,libfile_df0f1c40879081918e1a2b3311c36136,,1272,388909da626999439c4cd05fca24b40387e7b123bbcb0b0d8945a0a6e265a29d,388909da626999439c4cd05fca24b40387e7b123bbcb0b0d8945a0a6e265a29d,a57465ba7bf6bcdb5baa4e828319d220a5c9168a5101cc1bdf6fec60acbc5423,1534,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/40_AI开发/参考规范/10_阶段4_AI开发图元与C_CPP代码候选MVP_v1.0.md,AI图元与代码开发/参考规范/10_阶段4_AI开发图元与C_CPP代码候选MVP_v1.0.md,libfile_5c7b272f50148191be1acd2efb3904a7,,1620,58269e3255be981d3246c037c34c99d60c92e2d755b75c6e5128a2ba92afbafc,58269e3255be981d3246c037c34c99d60c92e2d755b75c6e5128a2ba92afbafc,4fb72f0c94deafbcac7f0ef191302b8dd72be1cd8000735ab31cdf33abafbf2d,1882,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/50_共享能力/代码关联与宿主接入/09_阶段3_代码仓关联与解释准确性增强_v1.0.md,工具接入与共享能力/代码关联与宿主接入/09_阶段3_代码仓关联与解释准确性增强_v1.0.md,libfile_fcfd2b8d36a48191aaaea1dff8d6e0ed,,1776,74777a9bb86fffb673bd699db2360486db0d93a0d7e1cc330395c358ffdd5541,74777a9bb86fffb673bd699db2360486db0d93a0d7e1cc330395c358ffdd5541,3fddc2b2388134e7b9f3da22fe828ecbef4aac22753097a0bd3cabebce9dbfb5,2038,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/20_AI解释/参考规范/08_阶段2_AI解释MVP_外置Skill_v1.0.md,AI解释/参考规范/08_阶段2_AI解释MVP_外置Skill_v1.0.md,libfile_2d9365e4bccc8191b320a29508c1d27d,,2033,3af1719ec1680fefce9c710fa7ede6d1a2819803873798506babec7c063b96b8,3af1719ec1680fefce9c710fa7ede6d1a2819803873798506babec7c063b96b8,2390acb8b304af69c5d9bf7f43caee7670460657c59aabe73dde7b5774838089,2295,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/10_网页工作台/参考规范/07_阶段1_Web查看圈选与任务导出MVP_v1.0.md,网页工作台/参考规范/07_阶段1_Web查看圈选与任务导出MVP_v1.0.md,libfile_1ae513c058dc8191ae0aca54c959713a,,2281,0c31e56a1fcf05dd6dd30a4b80003600b9f1d4dc88099dd3bc45a8ac9b87a40d,0c31e56a1fcf05dd6dd30a4b80003600b9f1d4dc88099dd3bc45a8ac9b87a40d,e94db2d420516229aef749703a90eac2b01cd80409a5bb127b2bcf88775b1fe4,2543,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/10_网页工作台/参考规范/06_阶段0_原生Headless场景底座固化_v1.0.md,工具接入与共享能力/BEH原生能力/场景与对象/06_阶段0_原生Headless场景底座固化_v1.0.md,libfile_a4822ea70f78819187962e98ef9b4312,,1943,f2c9ca4cd1bcbc48d3839908a4dc2814a9d0dfd5e8681cd94cb3cde1a75d0f80,f2c9ca4cd1bcbc48d3839908a4dc2814a9d0dfd5e8681cd94cb3cde1a75d0f80,c8186f5282ae8a9f0f43817efcd8695752cebd745a87ba90d82f50f58d7ecf18,2208,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/90_历史资料/BEH/00_Current/05_开发总路线图_先解释后开发_v1.0.md,历史资料/BEH/00_Current/05_开发总路线图_先解释后开发_v1.0.md,libfile_758b775dde048191b814e8b522f17bc2,,2684,53785e4a9985d0e1eacffb7a25beef9a7f6d0556c9e0f757079fc1c086df29c2,53785e4a9985d0e1eacffb7a25beef9a7f6d0556c9e0f757079fc1c086df29c2,53785e4a9985d0e1eacffb7a25beef9a7f6d0556c9e0f757079fc1c086df29c2,2684,已导入本地 Git,
/BEH_统一工作区/00_总览与规则/参考规范/04_代码仓与目录架构_v1.0.md,总览与规则/参考规范/04_代码仓与目录架构_v1.0.md,libfile_0b2a4b6210dc8191a3ac932085d02417,,2918,aa8d29a55490aa30fbe1ef405db84f3791582c7687c819051aa4b7cf9c35625d,713eda50a5702ffd9ba816e0174e30b9204c45cb2c731673f2d1870430caffce,f59d5ece56d5c32fb86dd117f04293bb88c135acdf0f8efacab124d2af32da67,3153,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中；统一整理展示表述，并更新对应校验值（2026-09-18）
/BEH_统一工作区/00_总览与规则/参考规范/03_总体软件架构与关键决策_v1.0.md,总览与规则/参考规范/03_总体软件架构与关键决策_v1.0.md,libfile_beb6361d713481919a0d3989d362ee71,,4344,bed8b150c924ca5b3fd1cc231d86fd3d3c2e73f00ba48a9f48423e97467bf6f6,bed8b150c924ca5b3fd1cc231d86fd3d3c2e73f00ba48a9f48423e97467bf6f6,0e457ecd412df7800720bf251d5821c4b781a56cad5d99eb92bbdb73bfb9017e,4606,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/00_总览与规则/参考规范/02_术语_事实源与信任边界_v1.0.md,总览与规则/参考规范/02_术语_事实源与信任边界_v1.0.md,libfile_94a10b97c0408191b017f0a82769904a,1,6154,e82a9517bd4f2f4d1b748a4cf00dfe1c93f2a4772534fa5066fca8c4215bbca1,e82a9517bd4f2f4d1b748a4cf00dfe1c93f2a4772534fa5066fca8c4215bbca1,0f4f6502900cbb69ba0b69bb8898c62ec9e69c1a67b4c0d2432f0910c961e3d2,6416,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/00_总览与规则/参考规范/01_项目章程_目标范围与非目标_v1.0.md,总览与规则/参考规范/01_项目章程_目标范围与非目标_v1.0.md,libfile_a80beb0b6a508191979f626cbc05626c,,3076,1aebd59aed4773dc70b5555d0b7349fb324164a8fec1b9ebf6a02134ae8710cf,1aebd59aed4773dc70b5555d0b7349fb324164a8fec1b9ebf6a02134ae8710cf,920c7929b02a4aab1fa13e29cd1e94eeb716c0bcbb5c87f321ae3fd0919f5d77,3338,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/BEH_统一工作区/90_历史资料/早期方案/BEH_Native_Headless_Full_Scene_可行性验证文档.md,历史资料/早期方案/BEH_Native_Headless_Full_Scene_可行性验证文档.md,libfile_92a04deb8b408191a9a238ba7333de81,,13763,b95082236704e7a0ff33ff1d43915e5e8cf9367f83ed07de98b22647d224cee6,b95082236704e7a0ff33ff1d43915e5e8cf9367f83ed07de98b22647d224cee6,b95082236704e7a0ff33ff1d43915e5e8cf9367f83ed07de98b22647d224cee6,13763,已导入本地 Git,
/BEH_统一工作区/90_历史资料/旧文档包/BEH_AI图源_公司使用版.zip,历史资料/旧文档包/BEH_AI图源_公司使用版.zip,libfile_ab0b3fa5c06c8191a94f0aa2a2d0c4f1,,25038,e5f004f697e5bfcbca9d97fd4420319475dbe2abe20f94cb4180f93bf1b6df4d,e5f004f697e5bfcbca9d97fd4420319475dbe2abe20f94cb4180f93bf1b6df4d,e5f004f697e5bfcbca9d97fd4420319475dbe2abe20f94cb4180f93bf1b6df4d,25038,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/09_BEH图源项目_不可违背的证据与工程原则.md,历史资料/早期方案/09_BEH图源项目_不可违背的证据与工程原则.md,libfile_617bfd0e95a08191a9810093940ec7dd,,8380,43c51d21f6d9bab1aab736d1da7c48e4c5ea1a5ea46cf2ebd60c12faaa7ec65e,43c51d21f6d9bab1aab736d1da7c48e4c5ea1a5ea46cf2ebd60c12faaa7ec65e,43c51d21f6d9bab1aab736d1da7c48e4c5ea1a5ea46cf2ebd60c12faaa7ec65e,8380,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/07_阶段4_Compose人机共创与AI写图源.md,历史资料/早期方案/07_阶段4_Compose人机共创与AI写图源.md,libfile_dc4b3e7584d88191bfaaa882b5ba9531,,2314,9ed2f73b31acb74854b6f767d1c698cb35f710df254a7e7a8c813a9ccba6ee86,9ed2f73b31acb74854b6f767d1c698cb35f710df254a7e7a8c813a9ccba6ee86,9ed2f73b31acb74854b6f767d1c698cb35f710df254a7e7a8c813a9ccba6ee86,2314,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/05_阶段2_Relation结构化Review与原生BEH核验.md,历史资料/早期方案/05_阶段2_Relation结构化Review与原生BEH核验.md,libfile_94dbb71e3c8481919c593dfe4ec0e882,,2308,20903314fb258eda80eb0feaa4cafa9baf5abf1087c9a050ca41fbfa6865ac84,20903314fb258eda80eb0feaa4cafa9baf5abf1087c9a050ca41fbfa6865ac84,20903314fb258eda80eb0feaa4cafa9baf5abf1087c9a050ca41fbfa6865ac84,2308,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/02_BEH_AI图源项目_开发路线图.md,历史资料/早期方案/02_BEH_AI图源项目_开发路线图.md,libfile_7f0487c2f29c8191b8353a4453a8cdba,,3681,743b9c77b9660ef9f5471198e4368670bbbef39bbea323afd0b358fefbd6e662,743b9c77b9660ef9f5471198e4368670bbbef39bbea323afd0b358fefbd6e662,743b9c77b9660ef9f5471198e4368670bbbef39bbea323afd0b358fefbd6e662,3681,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/01_BEH_AI图源工作台_总体设计书.md,历史资料/早期方案/01_BEH_AI图源工作台_总体设计书.md,libfile_d3a103c30a8c819181d6197bb80ecef5,,6992,19f0bd2bc9961db4e5622ab7ae1610e6a7d85f3050a5321df83bb016e2163c5d,19f0bd2bc9961db4e5622ab7ae1610e6a7d85f3050a5321df83bb016e2163c5d,19f0bd2bc9961db4e5622ab7ae1610e6a7d85f3050a5321df83bb016e2163c5d,6992,已导入本地 Git,
/BEH_统一工作区/90_历史资料/旧文档包/BEH_AI图源_最新重构版_DeepSeek弱模型适配.zip,历史资料/旧文档包/BEH_AI图源_最新重构版_DeepSeek弱模型适配.zip,libfile_46ffd31f12088191b687832ad8732e22,,24271,9bac90b22de3bc56f9b4f2f63517f5729bdae4e140ab56494f53f7ac8a54bf6c,9bac90b22de3bc56f9b4f2f63517f5729bdae4e140ab56494f53f7ac8a54bf6c,9bac90b22de3bc56f9b4f2f63517f5729bdae4e140ab56494f53f7ac8a54bf6c,24271,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/06_阶段4_Compose人机共创与AI写图源.md,历史资料/早期方案/06_阶段4_Compose人机共创与AI写图源.md,libfile_06afbfb06abc81918eaa2f3837a72a78,,3576,cc96fc9f38943c1fab0a71b4474f43c97254a790c51805a55f0aad0d5550a00c,cc96fc9f38943c1fab0a71b4474f43c97254a790c51805a55f0aad0d5550a00c,cc96fc9f38943c1fab0a71b4474f43c97254a790c51805a55f0aad0d5550a00c,3576,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/04_阶段2_Relation结构化Review与原生BEH核验.md,历史资料/早期方案/04_阶段2_Relation结构化Review与原生BEH核验.md,libfile_7a348458cd7481918a5b7a3bb16b2c72,,4130,4ba888ecdc0cdad14d10e834276159672c98903e25d4eeb508c9b344752fa54b,4ba888ecdc0cdad14d10e834276159672c98903e25d4eeb508c9b344752fa54b,4ba888ecdc0cdad14d10e834276159672c98903e25d4eeb508c9b344752fa54b,4130,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/02_BEH_AI图源项目_DeepSeek弱模型适配开发路线图.md,历史资料/早期方案/02_BEH_AI图源项目_DeepSeek弱模型适配开发路线图.md,libfile_63a37c10b1388191828794b939254477,,4690,3694342707fc3be3f024ef3db006dce8f5232ee283a434327248af976cdab31c,3694342707fc3be3f024ef3db006dce8f5232ee283a434327248af976cdab31c,3694342707fc3be3f024ef3db006dce8f5232ee283a434327248af976cdab31c,4690,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/01_BEH_AI图源工作台_最新总体设计书.md,历史资料/早期方案/01_BEH_AI图源工作台_最新总体设计书.md,libfile_87f39ac7ae1081919a987dc532013eda,,8215,3a2a8d6745c71dea8b640e212ee110d8b5a898660a518d0490fef15dc544ce41,3a2a8d6745c71dea8b640e212ee110d8b5a898660a518d0490fef15dc544ce41,3a2a8d6745c71dea8b640e212ee110d8b5a898660a518d0490fef15dc544ce41,8215,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/BEH人机统一图源工作台_圈选解释_区域生成_草图协同_AI共创设计书(1).md,历史资料/早期方案/BEH人机统一图源工作台_圈选解释_区域生成_草图协同_AI共创设计书(1).md,libfile_aca21fc738dc819194ccf2cdb1d0a08a,,22380,2702ed1b3aa003052adf9f4f7134cfbecb4094fbafe4debb28dbe485d0e699ba,2702ed1b3aa003052adf9f4f7134cfbecb4094fbafe4debb28dbe485d0e699ba,2702ed1b3aa003052adf9f4f7134cfbecb4094fbafe4debb28dbe485d0e699ba,22380,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/05_阶段5_验证反馈闭环与AI写图源准备.md,历史资料/早期方案/05_阶段5_验证反馈闭环与AI写图源准备.md,libfile_22e991c8f13c8191a078a1fc7cc2a0b1,,3620,515936dbb56c47f43c2e2d1932b2114fcddf3fb03f4f4b681e666265956523d6,515936dbb56c47f43c2e2d1932b2114fcddf3fb03f4f4b681e666265956523d6,515936dbb56c47f43c2e2d1932b2114fcddf3fb03f4f4b681e666265956523d6,3620,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/04_阶段4_DeepSeekHarness_小视觉模型_多模型验图Agent.md,历史资料/早期方案/04_阶段4_DeepSeekHarness_小视觉模型_多模型验图Agent.md,libfile_9632ee0ff06c819197a2fe5b42f10608,,4016,7e7a24b5a19cfd0a5e5b6381490d6dac773151ff22041982aca91eccd7339583,7e7a24b5a19cfd0a5e5b6381490d6dac773151ff22041982aca91eccd7339583,7e7a24b5a19cfd0a5e5b6381490d6dac773151ff22041982aca91eccd7339583,4016,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/03_阶段3_BEH原生自动验图机器人.md,历史资料/早期方案/03_阶段3_BEH原生自动验图机器人.md,libfile_0cc34e1997188191bafe7104cb5c79ad,,3977,9bf01e60084c72e0d099c0487b7d47943c4229e3354b9301966bd0c97ffcd795,9bf01e60084c72e0d099c0487b7d47943c4229e3354b9301966bd0c97ffcd795,9bf01e60084c72e0d099c0487b7d47943c4229e3354b9301966bd0c97ffcd795,3977,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/00_BEH_AI图源项目_分阶段总路线图.md,历史资料/早期方案/00_BEH_AI图源项目_分阶段总路线图.md,libfile_a7de4e3d4ea081918549eb66ecd4a7d3,,5047,0e50f9008964bd7f464b8f9150ce3d279a9e47a66f91efa63dec93434e2628cc,0e50f9008964bd7f464b8f9150ce3d279a9e47a66f91efa63dec93434e2628cc,0e50f9008964bd7f464b8f9150ce3d279a9e47a66f91efa63dec93434e2628cc,5047,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/BEH人机统一图源工作台_圈选解释_区域生成_草图协同_AI共创设计书.md,历史资料/早期方案/BEH人机统一图源工作台_圈选解释_区域生成_草图协同_AI共创设计书.md,libfile_5519491f86608191baa2dd4f547e4b22,,22380,2702ed1b3aa003052adf9f4f7134cfbecb4094fbafe4debb28dbe485d0e699ba,2702ed1b3aa003052adf9f4f7134cfbecb4094fbafe4debb28dbe485d0e699ba,2702ed1b3aa003052adf9f4f7134cfbecb4094fbafe4debb28dbe485d0e699ba,22380,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/BEH图元簇_结构化GraphIR与可审计Review设计.md,历史资料/早期方案/BEH图元簇_结构化GraphIR与可审计Review设计.md,libfile_23c51b190e0c8191a95c109742d4527a,,15501,f8c629cfc8ffed605ed4079eb1482c54b1ddd1699c3dcff65fece218eab3131b,f8c629cfc8ffed605ed4079eb1482c54b1ddd1699c3dcff65fece218eab3131b,f8c629cfc8ffed605ed4079eb1482c54b1ddd1699c3dcff65fece218eab3131b,15501,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/Codex_工业PLC自动化XML标准指纹检测器_BEH成分分析_开发行动指南.md,历史资料/早期方案/Codex_工业PLC自动化XML标准指纹检测器_BEH成分分析_开发行动指南.md,libfile_8d5bca0108c88191b005d8a28f1e57c1,,32357,a925584316113ab20dab4a47b9bb0b1d5b941e81017212867110f527f2aff7c1,a925584316113ab20dab4a47b9bb0b1d5b941e81017212867110f527f2aff7c1,a925584316113ab20dab4a47b9bb0b1d5b941e81017212867110f527f2aff7c1,32357,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/Codex_BEH_AI接入能力检测器开发指南.md,历史资料/早期方案/Codex_BEH_AI接入能力检测器开发指南.md,libfile_a864bf5946308191a70ea8ea56c3b4fd,,23957,3a55e29cf1155a9227aecbaa88bfcfc49eda3d3cc90f7bd9c47bfbee64e63815,3a55e29cf1155a9227aecbaa88bfcfc49eda3d3cc90f7bd9c47bfbee64e63815,3a55e29cf1155a9227aecbaa88bfcfc49eda3d3cc90f7bd9c47bfbee64e63815,23957,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/PLCopen_IEC61131-10_XML可见连线与箭头方向判定指南_BEH映射.md,历史资料/早期方案/PLCopen_IEC61131-10_XML可见连线与箭头方向判定指南_BEH映射.md,libfile_909b1d61690c8191a9f0854c3bebbb26,,30317,26febcb96edd140cc5c691d6536f13982dc87d0b8c607a0504b66bdd1defc53b,26febcb96edd140cc5c691d6536f13982dc87d0b8c607a0504b66bdd1defc53b,26febcb96edd140cc5c691d6536f13982dc87d0b8c607a0504b66bdd1defc53b,30317,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/BEH_JRE_OpenJDK工具包只读分析指导.md,历史资料/早期方案/BEH_JRE_OpenJDK工具包只读分析指导.md,libfile_5ba1557309ac8191b2f5e189d520ea2d,,14468,58d9916261d07847efc4b27cc82e9fa034e6e6795efb18864e9dd34142dcca52,58d9916261d07847efc4b27cc82e9fa034e6e6795efb18864e9dd34142dcca52,58d9916261d07847efc4b27cc82e9fa034e6e6795efb18864e9dd34142dcca52,14468,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/BEH_XML_01_02_03三文件差分分析提示词.md,历史资料/早期方案/BEH_XML_01_02_03三文件差分分析提示词.md,libfile_bb658aeb8e8481919b1f9483fb388536,,9863,c01a01cee14da0ade031c26cc8c2098010fe777478bd3dbb59de4801bbfd4ae7,c01a01cee14da0ade031c26cc8c2098010fe777478bd3dbb59de4801bbfd4ae7,c01a01cee14da0ade031c26cc8c2098010fe777478bd3dbb59de4801bbfd4ae7,9863,已导入本地 Git,
/BEH_统一工作区/90_历史资料/早期方案/PLC_BEH_XML连接关系与视觉连通簇识别说明.md,历史资料/早期方案/PLC_BEH_XML连接关系与视觉连通簇识别说明.md,libfile_d45e607fd5d88191831a0d60e850ace2,,10671,5b0fe5941af2cc65093f3627bc3226427bfe41c597f5da6b1eecc1dcfe8586cc,5b0fe5941af2cc65093f3627bc3226427bfe41c597f5da6b1eecc1dcfe8586cc,5b0fe5941af2cc65093f3627bc3226427bfe41c597f5da6b1eecc1dcfe8586cc,10671,已导入本地 Git,
/AI人工路径测试自动化/AI人工路径测试自动化_完整包_2026-09-17.zip,AI测试/网页人工路径/AI人工路径测试自动化_完整包_2026-09-17.zip,libfile_4f69f46595a481919a910911822f7325,,78668432,ff2ce6d11c8ef8bdd9cc4448c0eaf6e134aec7206e1f0492da207ff9be3200be,5ba92224544078dc9c34be5b48889dd709dae4cc3c48961eccf91dec3f6c6ab1,5ba92224544078dc9c34be5b48889dd709dae4cc3c48961eccf91dec3f6c6ab1,78668429,已导入本地 Git,统一整理展示表述，并更新对应校验值（2026-09-18）
/AI人工路径测试自动化/01_使用与接入指南_v0.1.0.md,AI测试/网页人工路径/01_使用与接入指南_v0.1.0.md,libfile_da48bdd7fc348191ba522ee2bc8c0549,,9615,1b7aba2fd08302bc7dacf71ac6f05bc93d54c966e2290b55be0f84b699af3378,1b7aba2fd08302bc7dacf71ac6f05bc93d54c966e2290b55be0f84b699af3378,387275d77b05622b4f729b6926a83572ffc9343198f659f935c1c07c09925264,9877,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
/AI人工路径测试自动化/00_项目入口与交付清单_v0.1.0.md,AI测试/网页人工路径/00_项目入口与交付清单_v0.1.0.md,libfile_553ec4b42cbc81919c76fc5c4cc4135e,,2478,14921399179773f3006422080feda57815448c1d65e02cc293fee382ab3545df,14921399179773f3006422080feda57815448c1d65e02cc293fee382ab3545df,9ed4f6d7896ae2e6edf76fa46e0887128ec48754aa479c9cf48cb96a81b86107,2740,已导入本地 Git,增加归档说明和/或适配文件引用；对应资料版本保存在导入提交中
